txn_id,source_system,amount,currency,txn_date,settlement_delay,reference_similarity,match_probability,anomaly_score,sla_remaining,final_decision,override_flag,decision_cost
TXN_110324,SOURCE_C,3445.73,USD,2026-01-17 21:46:30,0,0.79,0.79,0.36,456,OPS_REVIEW,0,0
TXN_110325,SOURCE_B,1586.85,USD,2026-01-17 16:51:58,2,0.95,0.95,0.17,93,AUTO_RECONCILED,0,0
TXN_110326,SOURCE_B,1755.16,USD,2026-01-09 14:31:56,2,0.83,0.83,0.05,402,OPS_REVIEW,0,0
TXN_110327,SOURCE_B,472.21,USD,2026-01-16 01:54:18,3,0.71,0.71,1.0,33,EXCEPTION,0,2000
TXN_110328,SOURCE_C,825.26,USD,2026-01-29 13:56:00,3,0.74,0.74,0.47,276,OPS_REVIEW,0,0
TXN_110329,SOURCE_B,349.54,USD,2026-01-23 19:37:49,2,0.79,0.79,0.64,58,EXCEPTION,0,2000
TXN_110330,SOURCE_A,1786.06,USD,2026-01-07 11:51:17,3,0.66,0.66,0.79,40,EXCEPTION,0,2000
TXN_110331,SOURCE_C,343.36,USD,2026-01-14 03:34:11,1,0.78,0.78,0.31,413,OPS_REVIEW,0,0
TXN_110332,SOURCE_A,30.7,USD,2026-01-15 16:28:33,0,0.48,0.48,0.69,436,OPS_REVIEW,0,0
TXN_110333,SOURCE_B,581.22,USD,2026-01-22 20:53:44,0,0.71,0.71,0.1,237,OPS_REVIEW,1,500
TXN_110334,SOURCE_C,2413.93,USD,2026-01-06 22:14:15,3,0.91,0.91,0.33,104,OPS_REVIEW,0,0
TXN_110335,SOURCE_A,108.1,USD,2026-01-19 18:02:43,1,0.97,0.97,0.84,86,EXCEPTION,0,2000
TXN_110336,SOURCE_B,742.96,USD,2026-01-13 03:58:47,3,0.84,0.84,0.57,375,OPS_REVIEW,0,0
TXN_110337,SOURCE_A,709.03,USD,2026-01-25 10:57:33,0,0.48,0.48,0.45,410,OPS_REVIEW,0,0
TXN_110338,SOURCE_C,1351.27,USD,2026-01-18 10:45:34,1,0.65,0.65,0.13,181,OPS_REVIEW,0,0
TXN_110339,SOURCE_B,609.18,USD,2026-01-01 11:21:06,0,0.39,0.39,0.69,372,OPS_REVIEW,0,0
TXN_110340,SOURCE_A,541.12,USD,2026-01-24 19:49:24,3,0.79,0.79,0.27,370,OPS_REVIEW,0,0
TXN_110341,SOURCE_A,369.52,USD,2026-01-02 22:29:11,0,0.92,0.92,0.56,77,OPS_REVIEW,0,0
TXN_110342,SOURCE_A,1793.88,USD,2026-01-18 11:05:37,0,0.92,0.92,0.66,141,OPS_REVIEW,0,0
TXN_110343,SOURCE_B,1639.75,USD,2026-01-11 10:01:37,0,0.83,0.83,0.34,312,OPS_REVIEW,0,0
TXN_110344,SOURCE_A,3540.77,USD,2026-01-18 10:48:27,2,0.88,0.88,0.27,124,OPS_REVIEW,0,0
TXN_110345,SOURCE_A,367.14,USD,2026-01-23 17:49:09,0,0.61,0.61,0.56,77,OPS_REVIEW,0,0
TXN_110346,SOURCE_B,968.62,USD,2026-01-21 07:26:13,3,0.46,0.46,0.09,163,OPS_REVIEW,1,500
TXN_110347,SOURCE_C,3738.26,USD,2026-01-29 20:39:06,0,0.9,0.9,0.78,37,EXCEPTION,1,2500
TXN_110348,SOURCE_B,605.98,USD,2026-01-30 11:42:17,1,0.97,0.97,0.38,79,OPS_REVIEW,0,0
TXN_110349,SOURCE_C,975.62,USD,2026-01-20 12:56:22,2,0.46,0.46,0.87,27,EXCEPTION,0,2000
TXN_110350,SOURCE_A,162.73,USD,2026-01-08 23:10:24,3,0.77,0.77,0.93,449,EXCEPTION,0,2000
TXN_110351,SOURCE_A,1452.18,USD,2026-01-09 10:57:28,0,0.58,0.58,0.4,319,OPS_REVIEW,0,0
TXN_110352,SOURCE_A,971.25,USD,2026-01-23 02:17:52,2,0.56,0.56,0.91,12,EXCEPTION,0,2000
TXN_110353,SOURCE_B,2929.33,USD,2026-01-31 00:30:39,3,0.7,0.7,0.94,64,EXCEPTION,0,2000
TXN_110354,SOURCE_A,2175.38,USD,2026-01-21 22:42:20,2,0.68,0.68,0.5,270,OPS_REVIEW,0,0
TXN_110355,SOURCE_B,283.7,USD,2026-01-26 10:39:31,0,0.85,0.85,0.37,157,OPS_REVIEW,0,0
TXN_110356,SOURCE_A,956.7,USD,2026-01-29 11:39:19,1,0.64,0.64,0.54,448,OPS_REVIEW,0,0
TXN_110357,SOURCE_B,616.93,USD,2026-01-25 20:47:54,0,0.59,0.59,0.37,460,OPS_REVIEW,0,0
TXN_110358,SOURCE_B,3065.18,USD,2026-01-08 20:06:09,3,0.68,0.68,0.74,400,EXCEPTION,0,2000
TXN_110359,SOURCE_A,805.1,USD,2026-01-04 18:59:35,3,0.82,0.82,0.58,217,OPS_REVIEW,0,0
TXN_110360,SOURCE_A,164.95,USD,2026-01-12 02:10:36,2,0.35,0.35,0.82,111,EXCEPTION,1,2500
TXN_110361,SOURCE_C,5366.84,USD,2026-01-03 03:11:41,2,0.4,0.4,0.34,376,OPS_REVIEW,0,0
TXN_110362,SOURCE_B,2927.51,USD,2026-01-12 17:31:48,2,0.9,0.9,0.11,11,EXCEPTION,0,2000
TXN_110363,SOURCE_C,847.5,USD,2026-01-02 05:04:25,0,0.94,0.94,0.26,203,AUTO_RECONCILED,0,0
TXN_110364,SOURCE_B,460.7,USD,2026-01-13 09:55:54,3,0.6,0.6,0.49,270,OPS_REVIEW,0,0
TXN_110365,SOURCE_B,400.59,USD,2026-01-17 19:24:12,1,0.86,0.86,0.32,434,OPS_REVIEW,0,0
TXN_110366,SOURCE_C,608.56,USD,2026-01-25 06:30:38,2,0.83,0.83,0.3,228,OPS_REVIEW,0,0
TXN_110367,SOURCE_C,245.32,USD,2026-01-18 19:37:19,0,0.46,0.46,0.23,49,EXCEPTION,0,2000
TXN_110368,SOURCE_B,779.6,USD,2026-01-06 07:34:04,0,0.49,0.49,0.07,188,OPS_REVIEW,0,0
TXN_110369,SOURCE_B,398.0,USD,2026-01-09 10:50:04,0,0.86,0.86,0.42,410,OPS_REVIEW,1,500
TXN_110370,SOURCE_B,806.52,USD,2026-01-31 05:52:37,0,0.77,0.77,0.62,128,OPS_REVIEW,0,0
TXN_110371,SOURCE_C,656.14,USD,2026-01-03 02:23:06,0,0.87,0.87,0.71,404,EXCEPTION,0,2000
TXN_110372,SOURCE_C,1764.99,USD,2026-01-27 18:30:10,3,0.86,0.86,0.64,386,OPS_REVIEW,0,0
TXN_110373,SOURCE_A,1233.08,USD,2026-01-23 02:40:02,2,0.75,0.75,0.64,243,OPS_REVIEW,0,0
TXN_110374,SOURCE_C,1429.81,USD,2026-01-27 19:31:31,1,0.86,0.86,0.48,325,OPS_REVIEW,0,0
TXN_110375,SOURCE_C,5087.65,USD,2026-01-22 12:48:07,3,0.48,0.48,0.54,159,OPS_REVIEW,0,0
TXN_110376,SOURCE_C,470.25,USD,2026-01-16 22:35:45,0,0.73,0.73,0.2,270,OPS_REVIEW,0,0
TXN_110377,SOURCE_A,4277.22,USD,2026-01-20 21:29:39,1,0.69,0.69,0.56,313,OPS_REVIEW,0,0
TXN_110378,SOURCE_A,8046.1,USD,2026-01-23 17:31:08,0,0.94,0.94,0.61,215,OPS_REVIEW,0,0
TXN_110379,SOURCE_B,257.82,USD,2026-01-01 02:42:33,3,0.7,0.7,0.2,324,OPS_REVIEW,0,0
TXN_110380,SOURCE_B,3237.12,USD,2026-01-08 17:22:28,0,0.54,0.54,0.91,342,EXCEPTION,1,2500
TXN_110381,SOURCE_B,14970.25,USD,2026-01-07 06:57:54,0,0.79,0.79,0.83,368,EXCEPTION,0,2000
TXN_110382,SOURCE_A,1432.34,USD,2026-01-12 21:31:59,0,0.94,0.94,0.62,163,OPS_REVIEW,0,0
TXN_110383,SOURCE_C,1485.89,USD,2026-01-09 02:13:12,0,0.67,0.67,0.28,315,OPS_REVIEW,0,0
TXN_110384,SOURCE_A,1458.9,USD,2026-01-29 14:37:57,0,0.97,0.97,0.74,316,EXCEPTION,0,2000
TXN_110385,SOURCE_A,1279.26,USD,2026-01-14 13:01:13,2,0.75,0.75,0.33,304,OPS_REVIEW,0,0
TXN_110386,SOURCE_C,640.62,USD,2026-01-07 14:00:27,1,0.6,0.6,0.79,198,EXCEPTION,1,2500
TXN_110387,SOURCE_C,5794.5,USD,2026-01-27 20:48:20,3,0.58,0.58,0.81,28,EXCEPTION,0,2000
TXN_110388,SOURCE_C,471.4,USD,2026-01-04 08:55:54,1,0.88,0.88,0.73,475,EXCEPTION,0,2000
TXN_110389,SOURCE_B,1972.41,USD,2026-01-21 00:19:27,3,0.89,0.89,0.33,278,OPS_REVIEW,0,0
TXN_110390,SOURCE_B,194.72,USD,2026-01-07 09:50:23,3,0.66,0.66,0.36,416,OPS_REVIEW,0,0
TXN_110391,SOURCE_A,9972.04,USD,2026-01-18 02:38:31,3,0.46,0.46,0.4,165,OPS_REVIEW,0,0
TXN_110392,SOURCE_B,1089.61,USD,2026-01-30 14:20:19,0,0.87,0.87,0.74,378,EXCEPTION,0,2000
TXN_110393,SOURCE_C,691.18,USD,2026-01-27 16:58:19,2,0.62,0.62,0.81,376,EXCEPTION,0,2000
TXN_110394,SOURCE_C,814.95,USD,2026-01-11 19:20:57,3,0.48,0.48,0.88,287,EXCEPTION,0,2000
TXN_110395,SOURCE_B,2491.13,USD,2026-01-26 10:25:09,2,0.78,0.78,0.48,365,OPS_REVIEW,0,0
TXN_110396,SOURCE_A,3750.27,USD,2026-01-23 05:04:36,2,0.51,0.51,0.99,25,EXCEPTION,0,2000
TXN_110397,SOURCE_B,1217.5,USD,2026-01-19 01:51:47,1,0.82,0.82,0.06,426,OPS_REVIEW,0,0
TXN_110398,SOURCE_A,480.63,USD,2026-01-17 11:35:31,0,0.68,0.68,0.84,203,EXCEPTION,0,2000
TXN_110399,SOURCE_C,595.39,USD,2026-01-08 03:46:22,0,0.47,0.47,0.28,463,OPS_REVIEW,0,0
TXN_110400,SOURCE_A,4437.56,USD,2026-01-17 12:58:12,0,0.79,0.79,0.8,199,EXCEPTION,0,2000
TXN_110401,SOURCE_B,1450.48,USD,2026-01-25 08:09:11,3,0.56,0.56,0.32,435,OPS_REVIEW,0,0
TXN_110402,SOURCE_A,614.33,USD,2026-01-16 23:25:21,3,0.54,0.54,0.54,169,OPS_REVIEW,0,0
TXN_110403,SOURCE_A,4376.49,USD,2026-01-23 08:54:13,0,0.43,0.43,0.63,251,OPS_REVIEW,0,0
TXN_110404,SOURCE_C,802.59,USD,2026-01-31 19:59:25,2,0.65,0.65,0.3,25,EXCEPTION,0,2000
TXN_110405,SOURCE_A,3166.68,USD,2026-01-31 04:12:19,2,0.84,0.84,0.2,201,OPS_REVIEW,0,0
TXN_110406,SOURCE_B,1232.5,USD,2026-01-02 18:34:51,2,0.76,0.76,0.37,227,OPS_REVIEW,0,0
TXN_110407,SOURCE_B,643.97,USD,2026-01-15 13:12:33,3,0.69,0.69,0.47,350,OPS_REVIEW,0,0
TXN_110408,SOURCE_A,511.69,USD,2026-01-28 05:13:42,0,0.81,0.81,0.13,426,OPS_REVIEW,0,0
TXN_110409,SOURCE_B,4719.24,USD,2026-01-13 15:36:18,1,0.52,0.52,0.55,129,OPS_REVIEW,0,0
TXN_110410,SOURCE_B,4065.9,USD,2026-01-04 01:32:12,0,0.83,0.83,0.14,424,OPS_REVIEW,0,0
TXN_110411,SOURCE_A,403.16,USD,2026-01-16 13:19:36,0,0.69,0.69,0.48,391,OPS_REVIEW,1,500
TXN_110412,SOURCE_A,183.33,USD,2026-01-09 23:30:59,0,0.8,0.8,0.96,417,EXCEPTION,0,2000
TXN_110413,SOURCE_A,573.91,USD,2026-01-22 21:53:03,3,0.59,0.59,0.45,449,OPS_REVIEW,0,0
TXN_110414,SOURCE_A,1390.83,USD,2026-01-01 03:35:27,0,0.71,0.71,0.21,194,OPS_REVIEW,0,0
TXN_110415,SOURCE_A,957.55,USD,2026-01-16 11:30:22,3,0.92,0.92,0.88,440,EXCEPTION,0,2000
TXN_110416,SOURCE_C,91.65,USD,2026-01-14 23:48:53,2,0.73,0.73,0.16,379,OPS_REVIEW,0,0
TXN_110417,SOURCE_A,4933.33,USD,2026-01-20 02:22:55,0,0.73,0.73,0.48,384,OPS_REVIEW,0,0
TXN_110418,SOURCE_B,789.88,USD,2026-01-15 17:50:52,3,0.57,0.57,0.28,114,OPS_REVIEW,0,0
TXN_110419,SOURCE_C,2675.67,USD,2026-01-17 09:14:04,0,0.92,0.92,0.83,470,EXCEPTION,0,2000
TXN_110420,SOURCE_C,3231.94,USD,2026-01-11 13:49:04,3,0.81,0.81,0.48,361,OPS_REVIEW,0,0
TXN_110421,SOURCE_B,1991.45,USD,2026-01-16 14:04:44,3,0.82,0.82,0.31,368,OPS_REVIEW,0,0
TXN_110422,SOURCE_A,623.73,USD,2026-01-15 06:38:47,2,0.79,0.79,0.72,438,EXCEPTION,0,2000
TXN_110423,SOURCE_A,441.97,USD,2026-01-06 06:26:36,2,0.81,0.81,0.06,279,OPS_REVIEW,0,0
TXN_110424,SOURCE_B,980.35,USD,2026-01-21 01:51:36,1,0.65,0.65,0.01,189,OPS_REVIEW,0,0
TXN_110425,SOURCE_A,2298.13,USD,2026-01-19 10:23:01,0,0.39,0.39,0.5,478,OPS_REVIEW,0,0
TXN_110426,SOURCE_A,162.02,USD,2026-01-27 02:28:50,0,0.65,0.65,0.3,196,OPS_REVIEW,0,0
TXN_110427,SOURCE_A,629.72,USD,2026-01-05 04:02:53,2,0.96,0.96,0.74,108,EXCEPTION,0,2000
TXN_110428,SOURCE_A,2623.86,USD,2026-01-29 02:42:59,2,0.67,0.67,0.94,478,EXCEPTION,0,2000
TXN_110429,SOURCE_C,420.51,USD,2026-01-07 08:09:15,3,0.75,0.75,0.82,63,EXCEPTION,0,2000
TXN_110430,SOURCE_A,2315.61,USD,2026-01-27 01:21:07,0,0.73,0.73,0.0,479,OPS_REVIEW,0,0
TXN_110431,SOURCE_B,462.26,USD,2026-01-05 18:47:28,0,0.75,0.75,0.93,157,EXCEPTION,0,2000
TXN_110432,SOURCE_B,7591.39,USD,2026-01-13 12:26:02,0,0.79,0.79,0.56,208,OPS_REVIEW,0,0
TXN_110433,SOURCE_A,962.68,USD,2026-01-19 05:56:43,1,0.71,0.71,0.23,77,OPS_REVIEW,0,0
TXN_110434,SOURCE_A,610.39,USD,2026-01-06 23:44:33,3,0.7,0.7,0.24,211,OPS_REVIEW,1,500
TXN_110435,SOURCE_B,3666.07,USD,2026-01-25 00:59:35,2,0.39,0.39,0.82,302,EXCEPTION,0,2000
TXN_110436,SOURCE_A,2357.5,USD,2026-01-27 21:22:13,1,0.84,0.84,0.36,91,OPS_REVIEW,0,0
TXN_110437,SOURCE_B,2024.13,USD,2026-01-16 01:09:43,1,0.38,0.38,0.07,307,OPS_REVIEW,0,0
TXN_110438,SOURCE_B,2863.26,USD,2026-01-25 11:20:33,0,0.43,0.43,0.26,379,OPS_REVIEW,0,0
TXN_110439,SOURCE_C,3723.92,USD,2026-01-18 05:08:58,1,0.82,0.82,0.13,127,OPS_REVIEW,0,0
TXN_110440,SOURCE_B,5644.1,USD,2026-01-10 06:52:55,1,0.44,0.44,0.16,466,OPS_REVIEW,0,0
TXN_110441,SOURCE_B,30065.18,USD,2026-01-09 10:59:01,2,0.63,0.63,0.88,125,EXCEPTION,0,2000
TXN_110442,SOURCE_B,1860.1,USD,2026-01-08 03:18:31,0,0.49,0.49,0.62,116,OPS_REVIEW,0,0
TXN_110443,SOURCE_C,5421.24,USD,2026-01-13 20:28:43,0,0.53,0.53,0.5,209,OPS_REVIEW,0,0
TXN_110444,SOURCE_C,302.86,USD,2026-01-18 23:20:31,1,0.9,0.9,0.8,362,EXCEPTION,0,2000
TXN_110445,SOURCE_C,388.64,USD,2026-01-08 20:22:59,2,0.64,0.64,0.27,336,OPS_REVIEW,0,0
TXN_110446,SOURCE_A,752.46,USD,2026-01-20 20:52:27,3,0.65,0.65,0.51,419,OPS_REVIEW,0,0
TXN_110447,SOURCE_C,2280.83,USD,2026-01-06 07:29:06,0,0.44,0.44,1.0,439,EXCEPTION,0,2000
TXN_110448,SOURCE_B,1343.74,USD,2026-01-20 08:32:32,1,0.78,0.78,0.5,338,OPS_REVIEW,0,0
TXN_110449,SOURCE_C,1447.34,USD,2026-01-25 09:03:04,1,0.75,0.75,0.39,197,OPS_REVIEW,0,0
TXN_110450,SOURCE_B,461.26,USD,2026-01-02 11:44:25,2,0.82,0.82,0.74,13,EXCEPTION,0,2000
TXN_110451,SOURCE_B,807.55,USD,2026-01-06 01:57:55,1,0.72,0.72,0.67,202,OPS_REVIEW,0,0
TXN_110452,SOURCE_C,912.69,USD,2026-01-24 14:43:01,3,0.88,0.88,0.13,383,OPS_REVIEW,0,0
TXN_110453,SOURCE_C,366.08,USD,2026-01-14 20:56:54,0,0.63,0.63,0.69,104,OPS_REVIEW,1,500
TXN_110454,SOURCE_B,1662.0,USD,2026-01-09 10:43:48,0,0.38,0.38,0.97,209,EXCEPTION,0,2000
TXN_110455,SOURCE_B,1066.26,USD,2026-01-25 13:23:39,1,0.73,0.73,0.23,102,OPS_REVIEW,0,0
TXN_110456,SOURCE_A,1573.79,USD,2026-01-16 19:19:14,2,0.66,0.66,0.61,374,OPS_REVIEW,0,0
TXN_110457,SOURCE_B,2276.14,USD,2026-01-15 04:53:02,3,0.5,0.5,0.59,447,OPS_REVIEW,0,0
TXN_110458,SOURCE_A,9226.12,USD,2026-01-22 09:12:16,3,0.82,0.82,0.66,470,OPS_REVIEW,0,0
TXN_110459,SOURCE_B,2600.63,USD,2026-01-04 19:00:23,3,0.58,0.58,0.94,81,EXCEPTION,0,2000
TXN_110460,SOURCE_B,552.74,USD,2026-01-25 14:43:04,2,0.71,0.71,0.23,477,OPS_REVIEW,0,0
TXN_110461,SOURCE_C,5661.28,USD,2026-01-12 04:10:16,0,0.91,0.91,0.03,77,AUTO_RECONCILED,0,0
TXN_110462,SOURCE_B,1741.62,USD,2026-01-23 07:41:44,1,0.54,0.54,0.19,433,OPS_REVIEW,0,0
TXN_110463,SOURCE_C,1091.6,USD,2026-01-16 00:29:51,1,0.61,0.61,0.72,266,EXCEPTION,0,2000
TXN_110464,SOURCE_B,799.66,USD,2026-01-16 04:38:13,3,0.93,0.93,0.14,378,AUTO_RECONCILED,0,0
TXN_110465,SOURCE_B,311.69,USD,2026-01-07 12:59:33,0,0.87,0.87,0.82,262,EXCEPTION,0,2000
TXN_110466,SOURCE_C,391.21,USD,2026-01-10 09:23:36,2,0.78,0.78,0.07,83,OPS_REVIEW,0,0
TXN_110467,SOURCE_B,5052.5,USD,2026-01-24 02:13:39,3,0.65,0.65,1.0,135,EXCEPTION,0,2000
TXN_110468,SOURCE_B,394.7,USD,2026-01-01 13:26:55,3,0.58,0.58,0.74,197,EXCEPTION,0,2000
TXN_110469,SOURCE_C,952.83,USD,2026-01-17 11:46:20,0,0.83,0.83,0.04,293,OPS_REVIEW,0,0
TXN_110470,SOURCE_B,425.81,USD,2026-01-20 02:13:44,3,0.83,0.83,0.65,36,EXCEPTION,0,2000
TXN_110471,SOURCE_C,684.44,USD,2026-01-19 05:50:38,0,0.88,0.88,0.01,331,OPS_REVIEW,1,500
TXN_110472,SOURCE_B,784.59,USD,2026-01-09 14:43:47,2,0.63,0.63,0.97,86,EXCEPTION,0,2000
TXN_110473,SOURCE_B,1874.11,USD,2026-01-29 03:08:33,0,0.82,0.82,0.26,55,EXCEPTION,0,2000
TXN_110474,SOURCE_C,197.38,USD,2026-01-11 05:06:44,3,0.69,0.69,0.14,129,OPS_REVIEW,0,0
TXN_110475,SOURCE_A,783.47,USD,2026-01-21 16:13:05,1,0.99,0.99,0.1,426,AUTO_RECONCILED,0,0
TXN_110476,SOURCE_C,449.09,USD,2026-01-16 19:10:42,3,0.34,0.34,0.09,310,OPS_REVIEW,0,0
TXN_110477,SOURCE_A,555.96,USD,2026-01-06 01:34:28,0,0.9,0.9,0.04,128,OPS_REVIEW,1,500
TXN_110478,SOURCE_C,2398.86,USD,2026-01-24 20:58:00,2,0.75,0.75,0.64,282,OPS_REVIEW,0,0
TXN_110479,SOURCE_B,489.29,USD,2026-01-28 20:11:08,2,0.6,0.6,0.3,441,OPS_REVIEW,0,0
TXN_110480,SOURCE_A,369.59,USD,2026-01-09 20:43:24,1,0.78,0.78,0.11,181,OPS_REVIEW,0,0
TXN_110481,SOURCE_A,985.4,USD,2026-01-07 18:24:55,3,0.83,0.83,0.2,57,EXCEPTION,0,2000
TXN_110482,SOURCE_C,1978.74,USD,2026-01-28 19:13:53,2,0.92,0.92,0.2,318,AUTO_RECONCILED,0,0
TXN_110483,SOURCE_A,4332.51,USD,2026-01-05 13:30:07,0,0.84,0.84,0.09,177,OPS_REVIEW,1,500
TXN_110484,SOURCE_A,167.98,USD,2026-01-16 05:42:04,2,0.66,0.66,0.73,195,EXCEPTION,0,2000
TXN_110485,SOURCE_A,943.78,USD,2026-01-10 19:11:28,0,0.83,0.83,0.53,170,OPS_REVIEW,0,0
TXN_110486,SOURCE_B,3523.12,USD,2026-01-23 09:57:52,2,0.49,0.49,0.74,31,EXCEPTION,0,2000
TXN_110487,SOURCE_B,638.02,USD,2026-01-18 11:57:46,2,0.68,0.68,0.05,360,OPS_REVIEW,1,500
TXN_110488,SOURCE_C,1630.84,USD,2026-01-14 13:35:24,0,0.74,0.74,0.6,298,OPS_REVIEW,0,0
TXN_110489,SOURCE_C,763.59,USD,2026-01-19 03:33:13,0,0.63,0.63,0.34,76,OPS_REVIEW,0,0
TXN_110490,SOURCE_B,3097.51,USD,2026-01-20 22:29:51,2,0.76,0.76,0.99,58,EXCEPTION,0,2000
TXN_110491,SOURCE_C,903.06,USD,2026-01-14 14:53:02,3,0.89,0.89,0.76,448,EXCEPTION,0,2000
TXN_110492,SOURCE_C,726.62,USD,2026-01-16 01:58:14,2,0.41,0.41,0.55,180,OPS_REVIEW,0,0
TXN_110493,SOURCE_C,4523.13,USD,2026-01-04 17:05:04,2,0.8,0.8,0.82,119,EXCEPTION,0,2000
TXN_110494,SOURCE_B,1575.2,USD,2026-01-10 14:49:04,0,0.52,0.52,0.78,434,EXCEPTION,0,2000
TXN_110495,SOURCE_B,1421.92,USD,2026-01-23 00:02:58,2,0.92,0.92,0.3,424,OPS_REVIEW,0,0
TXN_110496,SOURCE_C,577.96,USD,2026-01-21 18:49:19,3,0.33,0.33,0.74,397,EXCEPTION,0,2000
TXN_110497,SOURCE_C,631.68,USD,2026-01-03 22:19:35,2,0.71,0.71,0.46,24,EXCEPTION,0,2000
TXN_110498,SOURCE_B,846.81,USD,2026-01-17 04:59:34,0,0.75,0.75,0.55,141,OPS_REVIEW,0,0
TXN_110499,SOURCE_B,2230.89,USD,2026-01-07 12:04:39,3,0.76,0.76,0.25,240,OPS_REVIEW,0,0
TXN_110500,SOURCE_A,1250.77,USD,2026-01-05 07:59:48,0,0.88,0.88,0.84,139,EXCEPTION,0,2000
TXN_110501,SOURCE_A,1065.26,USD,2026-01-03 13:16:49,0,0.87,0.87,0.82,144,EXCEPTION,0,2000
TXN_110502,SOURCE_B,2635.8,USD,2026-01-25 23:42:29,0,0.75,0.75,0.62,107,OPS_REVIEW,0,0
TXN_110503,SOURCE_B,3978.22,USD,2026-01-11 14:19:22,3,0.47,0.47,0.22,144,OPS_REVIEW,0,0
TXN_110504,SOURCE_B,970.9,USD,2026-01-13 01:05:39,0,0.73,0.73,0.85,358,EXCEPTION,0,2000
TXN_110505,SOURCE_A,1224.34,USD,2026-01-11 02:56:38,2,0.74,0.74,0.62,154,OPS_REVIEW,0,0
TXN_110506,SOURCE_B,575.49,USD,2026-01-25 17:48:11,1,0.82,0.82,0.97,308,EXCEPTION,0,2000
TXN_110507,SOURCE_C,9096.5,USD,2026-01-19 05:07:53,2,0.93,0.93,0.15,467,AUTO_RECONCILED,0,0
TXN_110508,SOURCE_B,437.19,USD,2026-01-20 21:21:32,0,0.86,0.86,0.67,214,OPS_REVIEW,0,0
TXN_110509,SOURCE_B,963.29,USD,2026-01-28 17:39:53,0,0.65,0.65,0.05,261,OPS_REVIEW,0,0
TXN_110510,SOURCE_C,109.98,USD,2026-01-28 10:56:38,3,0.53,0.53,0.45,342,OPS_REVIEW,0,0
TXN_110511,SOURCE_B,2743.24,USD,2026-01-11 16:45:34,0,0.44,0.44,0.35,84,OPS_REVIEW,1,500
TXN_110512,SOURCE_A,1298.11,USD,2026-01-21 09:05:31,0,0.7,0.7,0.55,224,OPS_REVIEW,1,500
TXN_110513,SOURCE_A,14035.01,USD,2026-01-24 11:50:10,0,0.82,0.82,0.32,25,EXCEPTION,0,2000
TXN_110514,SOURCE_B,1832.48,USD,2026-01-08 13:27:52,3,0.76,0.76,0.81,15,EXCEPTION,1,2500
TXN_110515,SOURCE_B,940.28,USD,2026-01-18 13:06:27,0,0.57,0.57,0.99,319,EXCEPTION,0,2000
TXN_110516,SOURCE_C,4035.22,USD,2026-01-15 23:35:59,3,0.91,0.91,0.01,204,AUTO_RECONCILED,0,0
TXN_110517,SOURCE_C,2212.94,USD,2026-01-02 10:50:23,3,0.9,0.9,0.8,348,EXCEPTION,0,2000
TXN_110518,SOURCE_A,3113.92,USD,2026-01-26 09:50:56,0,0.74,0.74,0.88,333,EXCEPTION,0,2000
TXN_110519,SOURCE_B,112.08,USD,2026-01-02 14:34:13,0,0.93,0.93,0.47,404,OPS_REVIEW,0,0
TXN_110520,SOURCE_B,2410.93,USD,2026-01-12 06:46:28,1,0.87,0.87,0.09,233,OPS_REVIEW,0,0
TXN_110521,SOURCE_B,2498.22,USD,2026-01-09 04:17:05,0,0.69,0.69,0.35,286,OPS_REVIEW,0,0
TXN_110522,SOURCE_A,13506.59,USD,2026-01-28 18:55:19,1,0.84,0.84,0.19,387,OPS_REVIEW,0,0
TXN_110523,SOURCE_B,1086.8,USD,2026-01-14 08:15:45,0,0.78,0.78,0.02,230,OPS_REVIEW,0,0
TXN_110524,SOURCE_A,884.03,USD,2026-01-11 09:41:35,0,0.89,0.89,0.49,126,OPS_REVIEW,0,0
TXN_110525,SOURCE_C,417.79,USD,2026-01-06 06:39:02,0,0.54,0.54,0.36,399,OPS_REVIEW,1,500
TXN_110526,SOURCE_C,121.87,USD,2026-01-23 21:54:35,2,0.87,0.87,0.65,455,OPS_REVIEW,0,0
TXN_110527,SOURCE_C,776.32,USD,2026-01-14 04:36:00,1,0.53,0.53,0.89,160,EXCEPTION,0,2000
TXN_110528,SOURCE_C,1290.52,USD,2026-01-18 17:13:59,0,0.89,0.89,0.81,200,EXCEPTION,1,2500
TXN_110529,SOURCE_B,3593.08,USD,2026-01-23 22:52:03,1,0.5,0.5,0.92,56,EXCEPTION,0,2000
TXN_110530,SOURCE_A,1251.63,USD,2026-01-24 04:51:01,1,0.35,0.35,0.01,424,OPS_REVIEW,0,0
TXN_110531,SOURCE_A,534.34,USD,2026-01-01 23:12:20,0,0.64,0.64,0.17,361,OPS_REVIEW,1,500
TXN_110532,SOURCE_B,234.14,USD,2026-01-13 05:35:02,3,0.67,0.67,0.05,58,EXCEPTION,0,2000
TXN_110533,SOURCE_C,543.17,USD,2026-01-31 04:27:27,0,0.89,0.89,0.97,284,EXCEPTION,0,2000
TXN_110534,SOURCE_B,398.25,USD,2026-01-17 14:11:41,0,0.87,0.87,0.86,109,EXCEPTION,0,2000
TXN_110535,SOURCE_C,3929.21,USD,2026-01-18 01:10:22,0,0.71,0.71,0.43,245,OPS_REVIEW,0,0
TXN_110536,SOURCE_C,620.82,USD,2026-01-23 05:20:42,3,0.65,0.65,0.16,398,OPS_REVIEW,0,0
